Group	Year	Month	Day	Time	End Year	End Month	End Day	End Time	Display Date	Evaluation	Title	InCharge	Checker	Checked	林コメント/修正案	URL	Image URL	Image Credit	Type	Color
セキュリティ	2001	2								1	日本ドメイン（*.jp）のウェブサイトへの侵入と改ざんが多発	丸山	丸山			https://xtech.nikkei.com/it/members/NC/ITARTICLE/20010314/2/				
セキュリティ	2001	4～								0	Ramenワーム	中山								
セキュリティ	2001	5								1	Sadmind/IISワーム（脆弱なSolaris サーバに感染し、他のIIS のwebページに攻撃を仕掛ける)	丸山	丸山			https://xtech.nikkei.com/it/free/ITPro/NEWS/20010510/2/				
セキュリティ	2001	6								1	米電力会社送電網システムへ不正侵入	中山	丸山			https://scan.netsecurity.ne.jp/article/2001/06/21/2416.html				
セキュリティ	2001	7								0	Sircamウイルス	丸山								
セキュリティ	2001	8								1	無線LAN暗号化アルゴリズム「WEP」攻撃手法公開	中山	丸山			http://www.isaac.cs.berkeley.edu/isaac/mobicom.pdf	https://ja.wikipedia.org/wiki/Wired_Equivalent_Privacy#cite_note-Intercepting_Mobile_Comm_Nik_Ian_Dav-2			
セキュリティ	2001	9～								1	迅速かつ広範囲に感染を広げることに特化したNimdaウイルス登場	中山	丸山		Nimdaウイルス多発　とか？	＃ウイルス系は書き換える依頼を出す	https://www.jpcert.or.jp/tips/2007/wr074601.html			
セキュリティ	2001	7～								1	CodeRedワーム登場、数千台の感染機器によるDoS攻撃で唯一の「インターネットが麻痺した日」を引き起こした	中山	丸山		同上	https://ja.wikipedia.org/wiki/Code_Red				
セキュリティ	2001	9								0	2001年9月9日問題（s1g問題）	中山								
セキュリティ	2001									0	JPCERT/CCへの緊急報告件数急増	中山								
セキュリティ	2001	4								1	セキュリティ評価・認証プログラム開始（ISO 15408）	丸山	丸山			https://ja.wikipedia.org/wiki/%E3%82%B3%E3%83%A2%E3%83%B3%E3%82%AF%E3%83%A9%E3%82%A4%E3%83%86%E3%83%AA%E3%82%A2				
セキュリティ	2001	11								1	Klezワーム被害拡大（感染したPCのメール情報を元に、ヘッダーや送信者を詐称して拡散を広げる）	丸山	丸山		同上	https://xtech.nikkei.com/it/free/ITPro/USNEWS/20020306/4/				
セキュリティ	2001	11								1	NIST が正式にAES をFIPS197として公表	丸山	丸山			https://nvlpubs.nist.gov/nistpubs/fips/nist.fips.197.pdf				
セキュリティ	2001									1	BINDに実装上の脆弱性	丸山	丸山		「DNSサーバ「BIND」に実装上の脆弱性が発見される」で良いのか？	＃脆弱性については後回しで考える				
セキュリティ	2001									1	SNMPに実装上の脆弱性	丸山	丸山		メール転送プロトコル「SNMP」に実装上の脆弱性が発見される？	https://xtech.nikkei.com/it/free/ITPro/NEWS/20020213/1/	2002年？			
セキュリティ	2001									1	OSやアンチウイルスソフトの自動更新機能の普及　→書き方は要検討	丸山	丸山							
セキュリティ	2002	1～								0	Klezウイルス	中山								
セキュリティ	2002	1								0	インシデント情報共有フォーマット「IODEF」策定	中山								
セキュリティ	2002	3	24		2002	3	26			0	APACセキュリティインシデント対応会議「APSIRC」東京開催	中山								
セキュリティ	2002	4								0	JPNICがセキュリティ事業開始	中山								
セキュリティ	2002	4	1							1	みずほ銀行で大規模システム障害発生	中山	丸山			http://www.shippai.org/fkd/hf/HA0000623.pdf				
セキュリティ	2002	4								1	情報セキュリティマネジメントシステム(ISMS)適合性評価制度の運用開始	丸山	丸山			http://lab.iisec.ac.jp/~harada_lab/lab/2013/20140221_harada.pdf				
セキュリティ	2002	4								1	マイクロソフト「信頼できるコンピューティング (Trustworthy Computing)」を発表	丸山	丸山		セキュリティ対策？	https://www.microsoft.com/security/blog/2022/01/21/celebrating-20-years-of-trustworthy-computing/	https://news.mynavi.jp/techplus/article/20120201-ms/			
セキュリティ	2002	5								1	Benjaminワーム登場、P2PネットワークKaZaaを介して拡散	中山	丸山			https://scan.netsecurity.ne.jp/article/2002/05/21/5230.html				
セキュリティ	2002	5	26							0	YKK関連会社サイト不正アクセス、個人情報流出約4.5万人	中山								
セキュリティ	2002	5	27							0	TBCウェブサイト不正アクセス、個人情報流出約3.7万人	中山								
セキュリティ	2002	7	1							0	APNICで全RIR共通IPv6アドレスポリシー施行	中山								
セキュリティ	2002	7	14		2002	7	19			0	「IETF会議」横浜開催	中山								
セキュリティ	2002	7								1	インシデント情報共有・分析センター「Telecom-ISAC Japan」発足	中山	丸山			https://www.telecom-isac.jp/public/soshiki.html				
政府機関	2000	2								0	警察庁「情報セキュリティ政策大系」策定	中山								
政府機関	2000	2	29							0	内閣官房「情報セキュリティ対策推進室」設置	中山								
政府機関	2001	4	1							1	「電子署名及び認証業務に関する法律」施行	中山	冨田	1		https://www.soumu.go.jp/main_sosiki/joho_tsusin/top/denshi_syomei/index.html				
政府機関	2000	9	21							1	「e-Japan」構想発表	中山	冨田	1		https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/ugoki/h13ugoki/150/mokuj150.htm				
政府機関	2000	12	15							0	「重要インフラのサイバーテロ対策に係る特別行動計画」策定	中山								
政府機関	2000									1	暗号技術評価事業「CRYPTREC」活動開始	中山	冨田	1		https://www.cryptrec.go.jp/development.html				
政府機関	2000	8	15							1	犯罪捜査のための通信傍受（盗聴）に関する法律（通信傍受法）施行	丸山	冨田	1		https://www.npa.go.jp/hakusyo/h12/h120102.html				
政府機関	2001	1	6							1	中央省庁1府12省庁へ再編統合	中山	冨田	1		https://www.soumu.go.jp/main_sosiki/joho_tsusin/top/saihen/infomation_0.html				
政府機関	2001	1	6							1	高度情報通信ネットワーク社会形成基本法（IT基本法）施行	中山	冨田	1		https://www.cas.go.jp/jp/seisaku/hourei/data/BAFAITNS_2.pdf				
政府機関	2001	4	1							1	情報公開法およびIT書面一括法施行	中山	冨田	1	電子署名法は別項目にあるので除外した	https://www.soumu.go.jp/main_sosiki/gyoukan/kanri/jyohokokai/  https://www.mhlw.go.jp/shingi/2005/11/dl/s1128-3l05.pdf				
政府機関	2001	4	26							0	第一次小泉内閣発足	中山								
政府機関	2001	1	22							1	e-Japan 戦略発表	丸山	冨田	1	6月26日は翌年の重点戦略公表日だった	https://www.soumu.go.jp/johotsusintokei/whitepaper/ja/h27/html/nc111240.html				
政府機関	2001	11	23							1	国際条約「サイバー犯罪条約」署名	中山	冨田	1		https://www.mofa.go.jp/mofaj/gaiko/treaty/treaty159_4.html				
政府機関	2002	2	1							0	電子投票法（公職選挙法の特例法）施行	丸山								
政府機関	2002	4	1							1	NIRT（National Incident Response Team)設置	丸山	冨田	1		https://www8.cao.go.jp/cstp/project/export/ITPT-B/ITPT1/shiryo.1-7.pdf				
政府機関	2002	5	27							1	「プロバイダ責任制限法」施行	中山	冨田	1		https://www.cao.go.jp/consumer/iinkai/2012/089/doc/089_120522_shiryou8-1.pdf 				
政府機関	2002	7	1							1	「特定電子メールの送信の適正化等に関する法律」施行	中山	冨田	1		https://elaws.e-gov.go.jp/document?lawid=414M60000008066				
政府機関	2002	12	13							0	行政手続オンライン化関係三法（法律第151～153号）公布	中山								
政府機関	2003	10	10							1	経済産業省｢情報セキュリティ総合戦略｣を発表	持田	冨田	1		https://warp.da.ndl.go.jp/info:ndljp/pid/9968513/www.meti.go.jp/policy/netsecurity/downloadfiles/Strategy_Press.pdf				
政府機関	2003	8	25							1	住基ネット本格稼動	持田	唐沢	ok		https://ja.wikipedia.org/wiki/%E4%BD%8F%E6%B0%91%E5%9F%BA%E6%9C%AC%E5%8F%B0%E5%B8%B3%E3%83%8D%E3%83%83%E3%83%88%E3%83%AF%E3%83%BC%E3%82%AF%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0				
政府機関	2003	5	23							1	個人情報保護法関連５法の成立	持田	唐沢	ok		https://ja.wikipedia.org/wiki/%E5%80%8B%E4%BA%BA%E6%83%85%E5%A0%B1%E3%81%AE%E4%BF%9D%E8%AD%B7%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E6%B3%95%E5%BE%8B				
政府機関	2003	4	1							1	経済産業省「情報セキュリティ監査制度」施行	持田	唐沢	?	4/1というエビデンスは不明　日経クロステックに記載ありました（小屋）https://xtech.nikkei.com/it/members/NC/ITARTICLE/20030416/1/	https://www.meti.go.jp/policy/netsecurity/is-kansa/				
政府機関	2003									0	「個人情報の保護に関する法律」成立	永野								
政府機関	2003									1	自衛隊イラク派遣決定、「戦闘」下で初 	永野	唐沢	ok		https://ja.wikipedia.org/wiki/%E8%87%AA%E8%A1%9B%E9%9A%8A%E3%82%A4%E3%83%A9%E3%82%AF%E6%B4%BE%E9%81%A3				
政府機関	2005	4	1							1	個人情報保護法全面施行	持田	唐沢	ok		https://ja.wikipedia.org/wiki/%E5%80%8B%E4%BA%BA%E6%83%85%E5%A0%B1%E3%81%AE%E4%BF%9D%E8%AD%B7%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E6%B3%95%E5%BE%8B				
JNSA	1999	10								1	設立準備会発足	下村								
JNSA	2000	4	13		2001	7				1	任意団体として発足（事務所：東京都江東区）	下村								
JNSA	2000	4	13		2007	6	6			1	会長石田晴久先生	下村								
JNSA	2001	7	4							1	NPO法人に移行	下村								
JNSA	2007	6	6		2010	8				1	佐々木先生会長就任、NISC補佐官就任のため退任	下村								
JNSA	2008	9								1	事務所移転（東京都港区）	下村								
JNSA	2011	6								1	田中先生会長就任	下村								
JNSA	2011	7	1							1	在宅勤務における情報セキュリティ対策ガイドブック発刊	西尾								
JNSA	2012	2								1	産学情報セキュリティ人材育成検討会発足	西尾								
JNSA	2013	2	23							1	第１回SECCON CTF全国大会開催	西尾								
JNSA	2015	10	15							1	JNSA15周年記念論文賞を授与	西尾								
JNSA	2015	10	15							1	JNSAフェローの称号を井上氏、大和氏に贈呈	西尾								
JNSA	2022	4	1							1	丸山史郎氏JNSAに1億円寄付	下村								
JNSA活動	2000	4								1	政策部会	下村				JNSA活動の企画推進、省庁との調整				
JNSA活動	2000	4								1	マーケティング部会	下村				セミナー、イベントなどJNSAの認知度向上を行う				
JNSA活動	2000	4								1	技術部会	下村				会員の技術力向上やガイドライン作成を行う				
JNSA活動	2002	4								1	セキュリティポリシーサンプル作成	下村				分野ごとのセキュリティポリシーの検討				
JNSA活動	2000	4	2002	3						1	IPSEC接続実験	下村				セキュリティ製品の相互接続性の検証（VPN装置）				
JNSA活動	2000	4								1	技術部会　技術用語WG	下村				セキュリティ技術用語の定義と解説作成				
JNSA活動	2001	12			2022					1	セキュリティ被害調査	下村				個人情報漏洩インシデント調査（継続中）				
JNSA活動	2001	8								1	CA相互接続実験開始（Challenge PKI)	下村								
JNSA活動	2002	4	17							1	拡大幹事会開始	下村								
JNSA活動	2002	12								1	CD-ROM「ネットワーク社会のここが危ない！」製作	下村								
JNSA活動	2002	8								1	会報誌「JNSA Press」発刊	下村								
JNSA活動	2003	2								1	セキュリティエンジニアSkillmap発表	下村								
JNSA活動	2003	10								1	インターネット安全教室	下村				当初11か所				
JNSA活動	2003	12	3							1	「個人情報保護法対策 セキュリティ実践マニュアル」発刊	下村				インプレス社より				
JNSA活動	2004	2								1	「SSL VPN検証報告」発表	下村				SSL VPN製品の実機検証（5製品）				
JNSA活動	2004	4			2022					1	電子署名検討WG発足	下村								
JNSA会員数	2000	4	1							1	54	下村								
JNSA会員数	2001	4	1							1	101	下村								
JNSA会員数	2002	4	1							1	119	下村								
JNSA会員数	2003	4	1							1	157	下村								
JNSA会員数	2004	4	1							1	164	下村								
JNSA会員数	2005	4	1							1	188	下村								
JNSA会員数	2006	4	1							1	189	下村								
JNSA会員数	2007	4	1							1	203	下村								
JNSA会員数	2008	4	1							1	200	下村								
JNSA会員数	2009	4	1							1	176	下村								
JNSA会員数	2010	4	1							1	158	下村								
JNSA会員数	2011	4	1							1	146	下村								
JNSA会員数	2012	4	1							1	141	下村								
JNSA会員数	2013	4	1							1	135	下村								
JNSA会員数	2014	4	1							1	138	下村								
JNSA会員数	2015	4	1							1	155	下村								
JNSA会員数	2016	4	1							1	166	下村								
JNSA会員数	2017	4	1							1	185	下村								
JNSA会員数	2018	4	1							1	214	下村								
JNSA会員数	2019	4	1							1	224	下村								
JNSA会員数	2020	4	1							1	229	下村								
JNSA会員数	2021	4	1							1	234	下村								
JNSA会員数	2021	12	1							1	261	下村								
世の中	2012	9	11							1	日本政府、尖閣諸島の魚釣島及び南小島を国有化	小屋	小屋			https://www.yomiuri.co.jp/special/yol20th/article/n2012-1.html			1	
IT	2011	2	3							1	ICANNのIPv4アドレス在庫が枯渇	唐沢	高橋	1		https://ja.wikipedia.org/wiki/IP%E3%82%A2%E3%83%89%E3%83%AC%E3%82%B9%E6%9E%AF%E6%B8%87%E5%95%8F%E9%A1%8C				
セキュリティ	2002	8								1	OECDの新情報セキュリティ・ガイドラインが公開	丸山	丸山		ガイドラインが公開？	https://www.ipa.go.jp/security/fy14/reports/oecd/handout.pdf				
セキュリティ	2002	8								0	自衛隊のシステム開発の設計資料の一部外部流出	丸山								
世の中	2012	10	8							0	ノーベル生理学・医学賞を京都大学山中伸弥教授が受賞	小屋							0	
セキュリティ	2002	11								1	DNSルートサーバに一斉DoS攻撃	丸山	丸山			https://www.itmedia.co.jp/news/0210/23/njbt_01.html				
世の中	2012	2	29							0	東京スカイツリー完成	高橋				https://ja.wikipedia.org/wiki/%E6%9D%B1%E4%BA%AC%E3%82%B9%E3%82%AB%E3%82%A4%E3%83%84%E3%83%AA%E3%83%BC			0	
セキュリティ	2002	11								1	米国、「連邦情報セキュリティマネジメント法（FISMA）」制定	丸山	中山	？（左記のIPAのサイトでは12月制定という記載でした）		https://www.ipa.go.jp/security/publications/nist/fisma.html				
セキュリティ	2003	8								1	Blasterワーム流行	持田	中山	1		https://internet.watch.impress.co.jp/cda/special/2003/08/13/133.html				
世の中	2013	6	5							1	スノーデンによる米NSA盗聴活動の暴露	唐沢	小屋			https://ja.wikipedia.org/wiki/%E3%82%A8%E3%83%89%E3%83%AF%E3%83%BC%E3%83%89%E3%83%BB%E3%82%B9%E3%83%8E%E3%83%BC%E3%83%87%E3%83%B3			1	
世の中	2013	9	8							0	2020年夏季五輪・パラリンピックの開催地が東京に決定	小屋（追加）								
セキュリティ	2003	8								1	Antinnyウイルスによる情報漏えい多発	持田	中山	1	Antinnyウイルスによる情報漏えい多発？	https://www.jpcert.or.jp/tips/2008/wr083801.html				
セキュリティ	2003	3								0	JPCERT/CC法人化	持田								
世の中	2013	9	7							0	2020年東京オリンピック・パラリンピック開催決定	西尾							0	
世の中	2013									0	バカッター（11/20流行語大賞ノミネート）	唐沢							0	
世の中	2013	6								0	エドワード・スノーデン、NSAによる国際的監視網（PRISM）の実在を告発	高橋				https://ja.wikipedia.org/wiki/%E3%82%A8%E3%83%89%E3%83%AF%E3%83%BC%E3%83%89%E3%83%BB%E3%82%B9%E3%83%8E%E3%83%BC%E3%83%87%E3%83%B3			0	
IT	2011	3	31							0	NTTドコモ PDCによる携帯電話サービスmova終了	小屋								
セキュリティ	2003									0	MS Bluster大流行	永野								
セキュリティ	2003									1	KLEZが国内で流行（2001年から感染事例は発生）	永野	中山	？（2002年に「猛威」、2002年9月に「じりじりと収束」という記事あり）		https://xtech.nikkei.com/it/free/NCC/NEWS/20020507/4/				
セキュリティ	2003									1	SOBIGワームによる被害拡大（マネタイズした最初のマルウェア）	永野	中山	1		https://xtech.nikkei.com/it/free/ITPro/USNEWS/20031204/10/				
セキュリティ	2003									1	情報漏えいを狙ったBUGBEARウイルスが登場	永野	中山	？（最流行は2002年10月からと思われます#左記）		https://www.itmedia.co.jp/news/0212/03/nebt_12.html				
セキュリティ	2003									1	Sircam　⇒感染確認は2000年から	永野	中山	？（2000年確認、2001～2002年に猛威、10月16日に起動しCドライブのファイル削除）		https://xtech.nikkei.com/it/members/ITPro/SEC_CHECK/20010910/1/				
セキュリティ	2003									0	ファミマ・クラブ会員の個人情報約18万人分	永野								
世の中	2014	1								1	STAP細胞騒動	西尾	小屋			https://japanknowledge.com/introduction/keyword.html?i=51			1	
世の中	2014	2	15							0	ソチオリンピックで羽生結弦が金メダル	西尾							0	
IT	2012	5								1	Google Chromeが世界ブラウザ市場で初のトップに	小屋	高橋	1		https://ja.wikipedia.org/wiki/Google_Chrome				
世の中	2014	3	31							0	フジテレビ系長寿番組「笑っていいとも」放送終了	小屋							0	
セキュリティ	2003									0	ローソンパス会員の個人情報 約56万人分	永野								
セキュリティ	2004									0	NTTドコモ九州　元従業員による金銭目的での外部持ち出し	永野				https://cybersecurity-jp.com/column/17039				
セキュリティ	2004									0	ジャパネットたかた　元従業員により顧客情報が保存されたCD-Rが持ち出され、外部に流出51万人	永野				https://cybersecurity-jp.com/column/16428				
世の中	2014	4	1							1	消費税5%から8%に増税	小屋	唐沢	ok		https://ja.wikipedia.org/wiki/%E6%B6%88%E8%B2%BB%E7%A8%8E			1	
世の中	2014	7	1							0	野々村竜太郎議員号泣会見	小屋							0	
世の中	2014	9	27							0	御岳山噴火	西尾							0	
世の中	2014	7	17							1	マレーシア航空17便撃墜事件	高橋	小屋			https://ja.wikipedia.org/wiki/%E3%83%9E%E3%83%AC%E3%83%BC%E3%82%B7%E3%82%A2%E8%88%AA%E7%A9%BA17%E4%BE%BF%E6%92%83%E5%A2%9C%E4%BA%8B%E4%BB%B6			1	
世の中	2014	9	18							0	2014年スコットランド独立住民投票	高橋				https://ja.wikipedia.org/wiki/2014%E5%B9%B4%E3%82%B9%E3%82%B3%E3%83%83%E3%83%88%E3%83%A9%E3%83%B3%E3%83%89%E7%8B%AC%E7%AB%8B%E4%BD%8F%E6%B0%91%E6%8A%95%E7%A5%A8			0	
セキュリティ	2005	4	28							1	フィッシング対策協議会設立	持田	中山	1		https://member.antiphishing.jp/about_ap/index.html				
セキュリティ	2005									0	DeNA　情報流出3万6,239件（うちクレジットカード情報1万26件）	永野								
セキュリティ	2005									1	Yahoo! BB　元社員が全加入者660万人分の情報を持ち出し	永野	中山	？		https://ja.wikipedia.org/wiki/Yahoo!_BB%E9%A1%A7%E5%AE%A2%E6%83%85%E5%A0%B1%E6%BC%8F%E6%B4%A9%E4%BA%8B%E4%BB%B6				
セキュリティ	2005									0	クラブツーリズム　不正アクセスで約9万人分(ID・パスワード他)流出	永野								
セキュリティ	2006	2	7							1	警視庁、フィッシング詐欺で初の逮捕者	西尾	中山	1		https://internet.watch.impress.co.jp/cda/news/2006/02/07/10787.html				
世の中	2014	12	5							0	大韓航空ナッツ・リターン事案	高橋				https://ja.wikipedia.org/wiki/%E5%A4%A7%E9%9F%93%E8%88%AA%E7%A9%BA%E3%83%8A%E3%83%83%E3%83%84%E3%83%BB%E3%83%AA%E3%82%BF%E3%83%BC%E3%83%B3			0	
セキュリティ	2007	3	12							0	大日本印刷顧客情報流出、43社・約864万件	西尾								
セキュリティ	2008	1	24							1	原田ウイルス作成者逮捕	西尾	中山	1		https://ja.wikipedia.org/wiki/%E5%8E%9F%E7%94%B0%E3%82%A6%E3%82%A4%E3%83%AB%E3%82%B9				
政府機関	2005	4	1							1	内閣官房情報セキュリティセンター（NISC）が発足	持田	唐沢	ok		https://ja.wikipedia.org/wiki/%E5%86%85%E9%96%A3%E3%82%B5%E3%82%A4%E3%83%90%E3%83%BC%E3%82%BB%E3%82%AD%E3%83%A5%E3%83%AA%E3%83%86%E3%82%A3%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC				
政府機関	2005	4	1							1	e-文書法施行	持田	唐沢	ok		https://ja.wikipedia.org/wiki/E-%E6%96%87%E6%9B%B8%E6%B3%95				
セキュリティ	2008	6	13							1	JPCERT/CCが偽セキュリティ対策ソフトに対する注意喚起	西尾	中山	1		https://www.jpcert.or.jp/tips/2007/wr072201.html				
セキュリティ	2008	7	24							1	JPCERT/CCがDNSキャッシュポイズニングに対する注意喚起	西尾	中山	1		https://www.jpcert.or.jp/at/2008/at080014.txt				
世の中	2010									1	アラブの春	高橋	小屋			https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A9%E3%83%96%E3%81%AE%E6%98%A5				
セキュリティ	2011	4								1	PlayStation Network情報漏洩	西尾	中山	1		https://ja.wikipedia.org/wiki/PlayStation_Network%E5%80%8B%E4%BA%BA%E6%83%85%E5%A0%B1%E6%B5%81%E5%87%BA%E4%BA%8B%E4%BB%B6				
セキュリティ	2011	9								1	三菱重工にサイバー攻撃	西尾	中山	1		https://www.nikkei.com/article/DGXNASDG1900N_Z10C11A9000000/				
セキュリティ	2012	5	28							1	Flame	高橋	中山	1		https://ja.wikipedia.org/wiki/Flame_(%E3%83%9E%E3%83%AB%E3%82%A6%E3%82%A7%E3%82%A2)				
セキュリティ	2012	3								1	DNS Changer	高橋	中山	1		https://www.jpcert.or.jp/at/2012/at120008.html				
セキュリティ	2010	1	12							1	標的型攻撃(Operation Aurora)	高橋	中山	1		https://ja.wikipedia.org/wiki/%E3%82%AA%E3%83%BC%E3%83%AD%E3%83%A9%E4%BD%9C%E6%88%A6				
セキュリティ	2012	1								1	トロイの木馬「Citadel」開発	小屋	中山	1		https://www.security-next.com/030001				
セキュリティ	2012	3								0	ベクター、不正アクセスにより26万件の個人情報漏洩の可能性	小屋								
セキュリティ	2012	4	1							0	唐沢勇輔氏が情報セキュリティ大学院大学情報セキュリティ研究科に入学	西尾								
セキュリティ	2012	6	20							1	ファーストサーバ障害により企業のデータ多数消失	小屋	中山	1		https://www.nikkei.com/article/DGXNASFK2600L_W2A620C1000000/				
政府機関	2005	11	16							1	「郵政民営化法」施行	持田	唐沢	ok		https://hourei.ndl.go.jp/simple/detail?lawId=0000104009&current=-1				
世の中	2015	1	20							1	イスラム国が日本人２人を拘束、殺害映像を公開	西尾	小屋			https://jp.reuters.com/article/is-japanese-idJPKBN0KT0H220150120			1	
世の中	2015	4	25							1	首相官邸にドローンが落下	大徳	小屋			https://ja.wikipedia.org/wiki/%E9%A6%96%E7%9B%B8%E5%AE%98%E9%82%B8%E7%84%A1%E4%BA%BA%E6%A9%9F%E8%90%BD%E4%B8%8B%E4%BA%8B%E4%BB%B6			1	
世の中	2015	9	29							0	米国とキューバが国交回復	大徳							0	
世の中	2015	11	14							0	パリ同時多発テロ	大徳							0	
世の中	2015									1	ISIS関連テロが多発	高橋	小屋			https://ja.wikipedia.org/wiki/ISIL			1	
世の中	2015									1	2015年欧州難民危機	高橋	小屋			https://ja.wikipedia.org/wiki/2015%E5%B9%B4%E6%AC%A7%E5%B7%9E%E9%9B%A3%E6%B0%91%E5%8D%B1%E6%A9%9F			1	
世の中	2015	9	20							1	フォルクスワーゲン排ガス規制検査不正問題	高橋	小屋			https://ja.wikipedia.org/wiki/%E3%83%87%E3%82%A3%E3%83%BC%E3%82%BC%E3%83%AB%E8%87%AA%E5%8B%95%E8%BB%8A#%E3%83%95%E3%82%A9%E3%83%AB%E3%82%AF%E3%82%B9%E3%83%AF%E3%83%BC%E3%82%B2%E3%83%B3%E6%8E%92%E3%82%AC%E3%82%B9%E8%A6%8F%E5%88%B6%E6%A4%9C%E6%9F%BB%E4%B8%8D%E6%AD%A3%E5%95%8F%E9%A1%8C			1	
世の中	2015	1	6							0	マクドナルド異物混入	高橋				https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%83%9E%E3%82%AF%E3%83%89%E3%83%8A%E3%83%AB%E3%83%89#%E7%95%B0%E7%89%A9%E6%B7%B7%E5%85%A5%E4%BA%8B%E4%BB%B6			0	
世の中	2015	3	24							0	ドイツLCCで副操縦士が乗客を道連れに墜落自殺	冨田							0	
世の中	2015	9	1							1	東京2020エンブレムの盗作疑惑でやり直しを決定	冨田	小屋			https://www.bbc.com/japanese/34125008			1	
世の中	2016	1	4							1	マイナンバー制度が開始	大徳	小屋		国税庁によると制度開始は1月1日（小屋）	https://www.nta.go.jp/taxes/tetsuzuki/mynumberinfo/gaiyo.htm#:~:text=%E3%80%8C%E8%A1%8C%E6%94%BF%E6%89%8B%E7%B6%9A%E3%81%AB%E3%81%8A%E3%81%91%E3%82%8B%E7%89%B9%E5%AE%9A%E3%81%AE,%E5%AE%9F%E7%8F%BE%E3%81%99%E3%82%8B%E7%A4%BE%E4%BC%9A%E5%9F%BA%E7%9B%A4%E3%81%A7%E3%81%99%E3%80%82			1	
世の中	2016	6	22							0	シャープ買収、鴻海傘下に	大徳							0	
世の中	2016	7	6							0	Pokemon Goが日本国内でもリリース	唐沢							0	
IT	2011	6	23							1	LINEサービス開始	西尾	高橋	1		https://ja.wikipedia.org/wiki/LINE_(%E3%82%A2%E3%83%97%E3%83%AA%E3%82%B1%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3)				
IT	2011	7	24							1	地デジへの完全移行	西尾	高橋	1		https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%9C%B0%E4%B8%8A%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%83%86%E3%83%AC%E3%83%93%E6%94%BE%E9%80%81				
IT	2011	1	6							0	Mac App Store	高橋				https://ja.wikipedia.org/wiki/Mac_App_Store				
IT	2012	8	24							0	金融庁、システム障害が相次ぐ東京証券取引所に対し業務改善命令	唐沢								
IT	2012	10	26							1	MS Windows8発売	西尾	伊藤	1		https://news.microsoft.com/ja-jp/2012/10/26/121026-windows8/#:~:text=%E3%83%9E%E3%82%A4%E3%82%AF%E3%83%AD%E3%82%BD%E3%83%95%E3%83%88%E3%81%AF%E3%80%81%E6%9C%AC%E6%97%A510%E6%9C%88,%E5%88%A9%E7%94%A8%E5%8F%AF%E8%83%BD%E3%81%AB%E3%81%AA%E3%82%8A%E3%81%BE%E3%81%99%E3%80%82				
IT	2013	1								0	KDDIで通信インフラ障害相次ぐ（1月、4月、5月）	小屋							　	
IT	2013	3	15							1	マイクロソフトがタブレット端末「Surface」を日本で発売	小屋	伊藤	1		https://ja.wikipedia.org/wiki/Microsoft_Surface#:~:text=Microsoft%20Surface%E3%81%AF%E3%80%81%E3%83%9E%E3%82%A4%E3%82%AF%E3%83%AD%E3%82%BD%E3%83%95%E3%83%88%E3%81%8C,%E5%B9%B43%E6%9C%8815%E6%97%A5%EF%BC%89%E3%80%82				
IT	2013	11	7							0	Twitter社上場	小屋								
IT	2014	2								1	Slackサービス開始		伊藤	1（?）		https://japan.cnet.com/article/35126163/　https://techblitz.com/slack2/				
IT	2014	4	9							1	MS　WindowsXPサポート終了	小屋	伊藤	1		https://www.ipa.go.jp/security/announce/winxp_eos.html				
IT	2014	9	19							0	米アップルがiPhone6/6Plusを発売	小屋								
IT	2014	4	8							0	Windows XP 延長サポート終了	高橋				https://ja.wikipedia.org/wiki/Microsoft_Windows_XP				
IT	2014	2	28							1	ダイヤルQ2サービス終了	小屋	伊藤	1		https://www.ntt-east.co.jp/info/detail/140201_01.html#:~:text=%E3%80%8C%E3%83%80%E3%82%A4%E3%83%A4%E3%83%AB%EF%BC%B12%E3%80%8D%E3%81%AB%E3%81%A4%E3%81%8D%E3%81%BE%E3%81%97%E3%81%A6%E3%81%AF,%E6%8F%90%E4%BE%9B%E3%82%92%E7%B5%82%E4%BA%86%E3%81%84%E3%81%9F%E3%81%97%E3%81%BE%E3%81%99%E3%80%82			1	
IT	2015	4	24							0	Apple Watch発売	西尾								
セキュリティ	2012	10	？							1	不正送金ウイルスが蔓延		中山	1？（それっぽいのはPiyologまとめ（https://piyolog.hatenadiary.jp/entry/20121102/1351835935）しか見当たらず、左記：「例えば、フィッシングによるインターネットバンキングの不正送金やウイルスに感染したことによるパソコンの不正利用といった被害が一般のインターネット利用者にも発生しています。」とあります）		https://www.ipa.go.jp/security/fy24/reports/ishiki/index.html				
