Group	Year	Month	Day	Time	End Year	End Month	End Day	End Time	Display Date	Evaluation	Title	InCharge	Checker	Checked	林コメント/修正案	URL	Image URL	Image Credit	Type	Color
セキュリティ	2012	6			2021	9				1	遠隔操作ウィルス事件発生	高橋・小屋	中山			https://ja.wikipedia.org/wiki/%E3%83%91%E3%82%BD%E3%82%B3%E3%83%B3%E9%81%A0%E9%9A%94%E6%93%8D%E4%BD%9C%E4%BA%8B%E4%BB%B6				
セキュリティ	2012									1	Zeus上陸(Game Over Zeus)	高橋	中山	1		https://eset-info.canon-its.jp/files/user/malware_info/images/ranking/pdf/Banking_Malware_Report_2018.pdf				
セキュリティ	2012	12								0	ISPのWebメールをかたるフィッシング(2012/12)	河本				https://www.ocn.ne.jp/info/rules/phishing/	※JPCERT/CCより			
セキュリティ	2012	10								1	citadelによる第二認証情報詐取(2012/10)	河本	中山	1		https://www.antiphishing.jp/news/alert/20121029.html	※JPCERT/CCより			
セキュリティ	2012	3								0	DNS 設定を書き換えるマルウエア (DNS Changer)(2012/3)	河本				https://www.jpcert.or.jp/at/2012/at120008.html	※JPCERT/CCより			
セキュリティ	2013	2								1	遠隔操作ウイルス事件被疑者逮捕	西尾・小屋・河本	中山	1：https://ja.wikipedia.org/wiki/%E3%83%91%E3%82%BD%E3%82%B3%E3%83%B3%E9%81%A0%E9%9A%94%E6%93%8D%E4%BD%9C%E4%BA%8B%E4%BB%B6		https://atmarkit.itmedia.co.jp/ait/articles/1406/09/news013.html				
セキュリティ	2013	5								1	Yahoo!JAPAN、不正アクセスにより最大2200万件の情報漏洩	小屋	中山	1		https://xtech.nikkei.com/it/article/NEWS/20130518/477761/				
セキュリティ	2013	7								0	Apache Strutsの脆弱性をついた攻撃急増	西尾								
セキュリティ	2013	8	1							1	IPAがリスト型攻撃増加について注意喚起	唐沢	中山	1	リスト型攻撃が増加 or IPAがリスト型攻撃増加の注意喚起	https://www.ipa.go.jp/security/txt/2013/08outline.html				
セキュリティ	2013	10	1							1	ISO/IEC27001:2013発行	西尾	中山	1		https://www.jipdec.or.jp/project/smpo/u71kba000000jjgv-att/27000family_20131212.pdf				
セキュリティ	2013	10								1	シルクロード運営者逮捕（ダークネット・マーケット）	高橋	中山	1		https://ja.wikipedia.org/wiki/%E3%83%AD%E3%82%B9%E3%83%BB%E3%82%A6%E3%83%AB%E3%83%96%E3%83%AA%E3%83%92%E3%83%88				
セキュリティ	2013									1	Open DNS（消しますか）	高橋	中山	？（左記に年代ごとの動向はありますが。。。）		https://ja.wikipedia.org/wiki/OpenDNS				
セキュリティ	2013	3								0	Microsoft Graphics Component 未修正の脆弱性を悪用する標的型攻撃が発生(2013/11)	河本				https://www.jpcert.or.jp/at/2013/at130044.html	※JPCERT/CCより			
セキュリティ	2013	7								1	Apache Struts の脆弱性を使用した攻撃が急増	河本	持田	1		https://www.jpcert.or.jp/at/2013/at130033.html	※JPCERT/CCより			
セキュリティ	2013	6								0	改ざんされた Web サイトの閲覧により、PC がマルウエアに感染が急増(2013/6)	河本				https://www.jpcert.or.jp/at/2013/at130027.html	※JPCERT/CCより			
政府機関	2005									0	「個人情報の保護に関する法律」全面施行	永野								
政府機関	2007	5	14							0	国民投票法成立	西尾								
政府機関	2008	7	7							0	洞爺湖サミット	西尾								
政府機関	2010	1	1							1	日本年金機構発足	丸山	唐沢	ok		https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E5%B9%B4%E9%87%91%E6%A9%9F%E6%A7%8B			1	
政府機関	2011	7	14							1	「情報処理の高度化等に対処するための刑法等の一部を改正する法律」（ウイルス作成罪）の施行	唐沢	唐沢	ok		https://ja.wikipedia.org/wiki/%E6%83%85%E5%A0%B1%E5%87%A6%E7%90%86%E3%81%AE%E9%AB%98%E5%BA%A6%E5%8C%96%E7%AD%89%E3%81%AB%E5%AF%BE%E5%87%A6%E3%81%99%E3%82%8B%E3%81%9F%E3%82%81%E3%81%AE%E5%88%91%E6%B3%95%E7%AD%89%E3%81%AE%E4%B8%80%E9%83%A8%E3%82%92%E6%94%B9%E6%AD%A3%E3%81%99%E3%82%8B%E6%B3%95%E5%BE%8B				
政府機関	2012	3	31							1	「不正アクセス行為の禁止等に関する法律」改正	唐沢	唐沢			https://www.shugiin.go.jp/internet/itdb_housei.nsf/html/housei/18020120331012.htm				
政府機関	2013	5	24							1	マイナンバー法成立	西尾	唐沢			https://www.keidanren.or.jp/policy/2015/116_shiryo1.pdf	https://www.digital.go.jp/policies/mynumber/			
政府機関	2013	12	6							1	特定秘密保護法成立	西尾	唐沢			https://www.nichibenren.or.jp/activity/human/complicity_secret/secret/about.html				
世の中	2016	11	8							1	アメリカ大統領選挙はドナルド・トランプ氏が勝利	唐沢	小屋			https://ja.wikipedia.org/wiki/2016%E5%B9%B4%E3%82%A2%E3%83%A1%E3%83%AA%E3%82%AB%E5%90%88%E8%A1%86%E5%9B%BD%E5%A4%A7%E7%B5%B1%E9%A0%98%E9%81%B8%E6%8C%99			1	
世の中	2016	12	1							0	新元素「ニホニウム」決定	大徳							0	
世の中	2016	4	3							1	パナマ文書	高橋	小屋			https://ja.wikipedia.org/wiki/%E3%83%91%E3%83%8A%E3%83%9E%E6%96%87%E6%9B%B8			1	
世の中	2016	1	6							0	北朝鮮核問題	高橋				https://ja.wikipedia.org/wiki/%E5%8C%97%E6%9C%9D%E9%AE%AE%E6%A0%B8%E5%95%8F%E9%A1%8C#2016%E5%B9%B4			0	
世の中	2016	2	4							0	TPP 環太平洋パートナーシップ協定 署名（未発効）	高橋				https://ja.wikipedia.org/wiki/%E7%92%B0%E5%A4%AA%E5%B9%B3%E6%B4%8B%E3%83%91%E3%83%BC%E3%83%88%E3%83%8A%E3%83%BC%E3%82%B7%E3%83%83%E3%83%97%E5%8D%94%E5%AE%9A			0	
IT	2015	7	29							1	MS Windows10発売	西尾	伊藤	1		https://en.wikipedia.org/wiki/Windows_10				
IT	2015	9	3							0	Google、定額制音楽配信サービスの国内提供開始	大徳								
IT	2015	10	6							0	シャープ、人型ロボット携帯電話RoBoHoNを発表	大徳								
IT	2015	12	25							0	任天堂、携帯型ゲーム機ニンテンドー2DSを日本で発売	大徳								
IT	2015	9								0	IPv4アドレスの枯渇	冨田								
IT	2015	5	1							0	SIMロック解除義務化	冨田								
IT	2016	3	9							1	Google開発の囲碁AI「AlphaGo」がプロ棋士に勝利	大徳	伊藤	?		https://ja.wikipedia.org/wiki/AlphaGo#:~:text=AlphaGo%EF%BC%88%E3%82%A2%E3%83%AB%E3%83%95%E3%82%A1%E7%A2%81%E3%80%81%E3%82%A2%E3%83%AB%E3%83%95%E3%82%A1%E3%81%94,%E5%9B%B2%E7%A2%81%E3%83%97%E3%83%AD%E3%82%B0%E3%83%A9%E3%83%A0%E3%81%A8%E3%81%AA%E3%81%A3%　E3%81%9F%E3%80%82 	https://www.itmedia.co.jp/news/articles/1603/09/news142.html#:~:text=%E7%B1%B3Google%E3%81%8C%E9%96%8B%E7%99%BA%E3%81%99%E3%82%8B,%E5%88%86%E3%82%92%E6%AE%8B%E3%81%97%E3%81%A6%E3%81%84%E3%81%9F%E3%80%82　https://wired.jp/2017/05/24/revamped-alphago-wins-first-game-chinese-go-grandmaster/			
セキュリティ	2013	4								0	外部からの再帰的な問い合わせを許可している DNS キャッシュサーバを使用したDNS アンプ攻撃が発生(2013/4)	河本				https://www.jpcert.or.jp/at/2013/at130022.html	※JPCERT/CCより			
セキュリティ	2013	2								0	遠隔操作ウィルス事件（2013/2）	河本				http://ja.wikipedia.org/wiki/パソコン遠隔操作事件	※JPCERT/CCより			
セキュリティ	2014	2	25							1	仮想通貨取引所Mt.Goxが取引の全面停止	小屋	持田	1		https://jp.reuters.com/article/l3n0lu49f-mt-gox-website-says-all-idJPTJEA1O01820140226				
セキュリティ	2014	4								1	Heart Bleedによる情報漏えいの脆弱性	西尾	持田	1		https://eset-info.canon-its.jp/malware_info/term/detail/00041.html				
セキュリティ	2014	4	25							1	JASA-クラウドセキュリティ推進協議会発足	西尾	持田	1		https://xtech.nikkei.com/it/article/NEWS/20130425/473763/				
セキュリティ	2014	7	9							1	ベネッセの個人情報漏洩	小屋	持田	1		https://www.nikkei.com/article/DGXNASDZ09082_Z00C14A7000000/				
セキュリティ	2014	8	31							1	iCloudで海外セレブの写真やセルフポートレート流出	小屋	持田	1		https://news.mynavi.jp/article/20140903-iphone_why3/				
セキュリティ	2014	9								1	インターネットバンキング不正送金による法人名義口座の被害が拡大	西尾	持田	1		https://xtech.nikkei.com/it/atcl/esi/14/527563/092500002/				
セキュリティ	2014	7								0	Struts/WordPressの脆弱性に対する攻撃	高橋				https://www.ipa.go.jp/security/ciadr/vul/20140417-struts.html				
セキュリティ	2014	4	1							1	OpenSSLの脆弱性「Heartblead」	高橋	持田	1		https://ja.wikipedia.org/wiki/%E3%83%8F%E3%83%BC%E3%83%88%E3%83%96%E3%83%AA%E3%83%BC%E3%83%89				
セキュリティ	2014	9	25							1	JPCERT/CCがGNU bash の脆弱性に関する注意喚起	高橋	持田	1	JPCERT/CCがGNU bash の脆弱性に関する注意喚起	https://www.jpcert.or.jp/at/2014/at140037.html				
セキュリティ	2013	12	19							1	Targetの情報流出、POS端末のマルウェアが原因	高橋	持田	1		https://www.itmedia.co.jp/enterprise/articles/1401/14/news057.html				
セキュリティ	2014	7	9							0	ベネッセ個人情報流出事件	高橋				https://ja.wikipedia.org/wiki/%E3%83%99%E3%83%8D%E3%83%83%E3%82%BB%E5%80%8B%E4%BA%BA%E6%83%85%E5%A0%B1%E6%B5%81%E5%87%BA%E4%BA%8B%E4%BB%B6				
セキュリティ	2014	11	13							1	日本サイバー犯罪対策センター（JC3）発足	高橋	持田	1	日本サイバー犯罪対策センター（JC3）発足	https://www.jc3.or.jp/news/2014/20141113-153.html#:~:text=%E3%81%93%E3%81%AE%E3%81%9F%E3%81%B3%E3%80%81%E6%97%A5%E6%9C%AC%E7%89%88%20NCFTA,%E3%82%92%E9%96%8B%E5%A7%8B%E3%81%84%E3%81%9F%E3%81%97%E3%81%BE%E3%81%97%E3%81%9F%E3%80%82				
セキュリティ	2014	7	17							0	ベネッセコーポレーションの情報漏えい事件の容疑者逮捕	河本								
セキュリティ	2014	12								1	ドメイン管理者アカウントの不正使用による標的型攻撃が多発	河本	持田	1	・・・標的型攻撃が多発？	https://www.jpcert.or.jp/at/2014/at140054.html	※JPCERT/CCより			
政府機関	2014	3	26							1	自衛隊、サイバー防衛隊新規編成	小屋	唐沢			https://ja.wikipedia.org/wiki/%E8%87%AA%E8%A1%9B%E9%9A%8A%E3%82%B5%E3%82%A4%E3%83%90%E3%83%BC%E9%98%B2%E8%A1%9B%E9%9A%8A				
政府機関	2014	11	6							1	サイバーセキュリティ基本法成立	西尾	唐沢			https://ja.wikipedia.org/wiki/%E3%82%B5%E3%82%A4%E3%83%90%E3%83%BC%E3%82%BB%E3%82%AD%E3%83%A5%E3%83%AA%E3%83%86%E3%82%A3%E5%9F%BA%E6%9C%AC%E6%B3%95				
政府機関	2014	11	13							1	日本サイバー犯罪対策センター（JC3）設立	唐沢	唐沢			https://www.jc3.or.jp/news/2014/20141113-153.html				
政府機関	2015	1								1	内閣サイバーセキュリティセンター（NISC）に改組	西尾	唐沢			https://ja.wikipedia.org/wiki/%E5%86%85%E9%96%A3%E3%82%B5%E3%82%A4%E3%83%90%E3%83%BC%E3%82%BB%E3%82%AD%E3%83%A5%E3%83%AA%E3%83%86%E3%82%A3%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC				
政府機関	2015	9	4							1	サイバーセキュリティ戦略閣議決定	西尾	唐沢			https://www.nisc.go.jp/pdf/policy/kihon-s/cs-senryaku-c.pdf				
政府機関	2015	9	19							1	安全保障関連法成立	西尾	唐沢			https://www.cas.go.jp/jp/gaiyou/jimu/housei_seibi.html#:~:text=%E5%B9%B3%E6%88%90%EF%BC%92%EF%BC%97%E5%B9%B4%EF%BC%99%E6%9C%88,%E3%81%8C%E6%96%BD%E8%A1%8C%E3%81%95%E3%82%8C%E3%81%BE%E3%81%97%E3%81%9F%E3%80%82				
政府機関	2015	4								1	インターポール、サイバー犯罪対策拠点としてシンガポールにIGCI設立	小屋	唐沢							
世の中	2016	4	14							0	熊本地震	高橋				https://ja.wikipedia.org/wiki/%E7%86%8A%E6%9C%AC%E5%9C%B0%E9%9C%87_(2016%E5%B9%B4)			0	
世の中	2016	5	26							0	伊勢志摩サミット開催	冨田							0	
世の中	2017	6	26							0	タカタ破綻	大徳							0	
世の中	2017	9	18							0	豊田真由子議員暴言問題、謝罪会見	大徳							0	
世の中	2017	12	8							0	地質年代にチバニアン	大徳							0	
IT	2016	11	2							0	Adobeが人工知能「Adobe Sensei」を発表	大徳								
IT	2016	12								1	WELQ騒動	大徳	伊藤	1		https://www.weblio.jp/content/WELQ%E9%A8%92%E5%8B%95#:~:text=WELQ%E9%A8%92%E5%8B%95%E3%81%AF2016%E5%B9%B4,%E5%8F%96%E3%82%8A%E4%B8%8A%E3%81%92%E3%82%89%E3%82%8C%E3%82%8B%E3%81%AB%E8%87%B3%E3%81%A3%E3%81%A6%E3%81%84%E3%82%8B%E3%80%82 https://www.sophia-it.com/content/WELQ%E9%A8%92%E5%8B%95 https://xtech.nikkei.com/it/atcl/column/14/346926/011700777/				
IT	2016	12	5							0	Amazon Dash Button日本上陸	大徳								
IT	2016	12	14							0	「俺の嫁」召喚装置が発売	大徳								
IT	2016	9	16							0	Apple、iPhone7でSuicaに対応した日本限定版を発売	冨田								
セキュリティ	2014	11								1	警視庁などが、違法入手した基本ソフト(OS)使用の疑いでプロキシサーバー業者10人以上を逮捕	河本	持田	1		https://internet.watch.impress.co.jp/docs/news/676877.html	※JPCERT/CCより			
セキュリティ	2014	11								1	JPCERT/CCがドメイン名ハイジャックに関する注意喚起	河本	持田	1	JPCERT/CCがドメイン名ハイジャックに関する注意喚起	https://www.jpcert.or.jp/at/2014/at140044.html	※JPCERT/CCより			
セキュリティ	2014	9								0	リモートからOSコマンドを実行可能な脆弱性を利用した攻撃の急増(2014/9)	河本				https://www.jpcert.or.jp/at/2014/at140037.html	※JPCERT/CCより			
セキュリティ	2014	9								0	パスワードリスト攻撃による不正ログイン多発(2014/09)	河本				https://www.jpcert.or.jp/pr/2014/pr140004.html	※JPCERT/CCより			
セキュリティ	2014	9								0	インターネットバンキング不正送金が法人名義口座の被害が拡大(2014/9)	河本				https://www.npa.go.jp/cyber/pdf/H260904_banking.pdf	※JPCERT/CCより			
セキュリティ	2014	7								0	内部犯行による大規模情報流出(2014/07)	河本				http://www.ipa.go.jp/security/fy24/reports/insider/index.html	※JPCERT/CCより			
セキュリティ	2014	6								0	CDNサービスへの攻撃によるWeb改ざんの発生(2014/06)	河本				http://scan.netsecurity.ne.jp/article/2014/07/01/34457.html	※JPCERT/CCより			
セキュリティ	2014	4								1	JPCERT/CCがDNS キャッシュポイズニング攻撃に関する注意喚起	河本	持田	1	JPCERT/CCがDNS キャッシュポイズニング攻撃に関する注意喚起	https://www.jpcert.or.jp/at/2014/at140016.html	※JPCERT/CCより			
セキュリティ	2014	4								0	Heart Bleed：OpenSSL heartbeat拡張による情報漏えいの脆弱性(2014/04)	河本				https://www.jpcert.or.jp/at/2014/at140013.html	※JPCERT/CCより			
セキュリティ	2014	3								1	JPCERT/CCがMicrosoft Word の未修正の脆弱性に関する注意喚起	河本	持田	1	JPCERT/CCがMicrosoft Word の未修正の脆弱性に関する注意喚起	https://www.jpcert.or.jp/at/2014/at140012.html	※JPCERT/CCより			
セキュリティ	2014	2								1	JPCERT/CCが広告から誘導される国内金融機関を装ったフィッシングサイト多発を報告	河本	持田	1	JPCERT/CCが広告から誘導される国内金融機関を装ったフィッシングサイト多発を報告	https://www.jpcert.or.jp/pr/2014/IR_Report20140415.pdf	※JPCERT/CCより			
セキュリティ	2014	2								0	Microsoft Internet Exploreの脆弱性を利用した標的型攻撃(2014/02)	河本				https://www.jpcert.or.jp/at/2014/at140009.html	※JPCERT/CCより			
セキュリティ	2014	1								1	ソフトウエアの自動アップデート機能を利用した標的型攻撃(2014/01)	河本	持田	1		http://www.nikkei.com/article/DGXBZO67412470W4A220C1000000/	※JPCERT/CCより			
セキュリティ	2014	1								1	JPCERT/CCがntpd の monlist 機能を使った DDoS 攻撃に関する注意喚起	河本	持田	1	JPCERT/CCがntpd の monlist 機能を使った DDoS 攻撃に関する注意喚起	https://www.jpcert.or.jp/at/2014/at140001.html	※JPCERT/CCより			
セキュリティ	2015	6	1							1	日本年金機構における不正アクセスによる情報流出事案発生	唐沢	持田	1	日本年金機構における不正アクセスによる情報流出事案発生	https://www.kantei.go.jp/jp/pages/nenkin_fusei_access.html				
セキュリティ	2015	5	12							1	初代CISO補佐官 山口英氏逝去	唐沢	持田	1		https://www.jpcert.or.jp/about/2016/PR20160512R.html				
セキュリティ	2015	9	25							1	ベネッセ個人情報漏えい事故の調査報告書を公表	唐沢	持田	1		https://blog.benesse.ne.jp/bh/ja/news/m/2014/09/25/docs/20140925%E3%83%AA%E3%83%AA%E3%83%BC%E3%82%B9.pdf				
政府機関	2015	10								1	マイナンバー通知開始	西尾	唐沢			https://www.soumu.go.jp/kojinbango_card/02.html				
政府機関	2015	12	28							1	サイバーセキュリティ経営ガイドライン Ver1.0公開	唐沢	唐沢			https://www.meti.go.jp/policy/netsecurity/mng_guide.html	https://ja.wikipedia.org/wiki/%E6%83%85%E5%A0%B1%E5%87%A6%E7%90%86%E5%AE%89%E5%85%A8%E7%A2%BA%E4%BF%9D%E6%94%AF%E6%8F%B4%E5%A3%AB			
政府機関	2016	10	24							1	ＩＰＡ新設国家資格「情報処理安全確保支援士」の初回申請受付を開始 ～セキュリティ人材不足の切り札となるか～　	唐沢	唐沢			https://internet.watch.impress.co.jp/docs/news/1026412.html				
政府機関	2016	1								1	個人情報保護委員会発足	冨田	唐沢			https://ja.wikipedia.org/wiki/%E5%80%8B%E4%BA%BA%E6%83%85%E5%A0%B1%E4%BF%9D%E8%AD%B7%E5%A7%94%E5%93%A1%E4%BC%9A				
政府機関	2017	5	30							0	改正個人情報保護法施行	唐沢								
政府機関	2018	12								0	サイバーセキュリティ法案	水口				https://www.jpcert.or.jp/magazine/chronology/				
世の中	2017	12	10							0	大谷翔平、ロサンゼルス・エンゼルス入団会見	大徳							0	
世の中	2017	12	17							1	ウクライナ停電（サイバー攻撃？）	高橋	小屋			https://www.bbc.com/news/technology-38573074			1	
世の中	2018	3								0	財務省公文書改竄	水口				https://www.jnsa.org/active/news10/2018.html			0	
IT	2017	9	12							0	Apple、iPhone X発表	大徳								
IT	2018	10								0	東証障害	水口				https://www.jnsa.org/active/news10/2018.html				
IT	2018	12								0	ソフトバンク障害	水口				https://www.jpcert.or.jp/magazine/chronology/				
セキュリティ	2015	5								1	ランサムウェアによる被害多数（要エビデンス？）	西尾	持田	今でもさらに被害拡大中。この年に被害が拡大したのか不明？						
セキュリティ	2015	12								1	日本発のクラウドセキュリティ認証　ISO/IEC27017:2015が発行される	西尾	持田	1		https://scan.netsecurity.ne.jp/article/2016/07/21/38740.html				
セキュリティ	2014	11	24							0	ソニー・ピクチャーズエンタテインメント（SPE）へのサイバー攻撃	高橋				https://ja.wikipedia.org/wiki/%E3%82%BD%E3%83%8B%E3%83%BC%E3%83%BB%E3%83%94%E3%82%AF%E3%83%81%E3%83%A3%E3%83%BC%E3%82%BA%E3%83%BB%E3%82%A8%E3%83%B3%E3%82%BF%E3%83%86%E3%82%A4%E3%83%B3%E3%83%A1%E3%83%B3%E3%83%88%E3%81%B8%E3%81%AE%E3%83%8F%E3%83%83%E3%82%AD%E3%83%B3%E3%82%B0%E4%BA%8B%E4%BB%B6				
政府機関	2018	7								0	IR法案	水口				https://www.jpcert.or.jp/magazine/chronology/				
セキュリティ	2015	5	8							0	日本年金管理へのサイバー攻撃	高橋				https://ja.wikipedia.org/wiki/%E5%B9%B4%E9%87%91%E7%AE%A1%E7%90%86%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0%E3%82%B5%E3%82%A4%E3%83%90%E3%83%BC%E6%94%BB%E6%92%83%E5%95%8F%E9%A1%8C				
セキュリティ	2015	11	19							0	警視庁がプロキシ業者摘発	高橋				https://internet.watch.impress.co.jp/docs/news/676877.html				
セキュリティ	2015	7	15							1	走行中のジープのハッキングに成功	高橋	持田	1		https://blog.kaspersky.co.jp/remote-car-hack/8332/				
セキュリティ	2016	10	14							1	US-CERTが、Mirai BotによるDDoS攻撃に関する注意喚起	唐沢	冨田	1		https://www.jpcert.or.jp/tips/2016/wr164101.html				
世の中	2018	4								0	サプライチェーンリスク	水口				https://www.jnsa.org/active/news10/2018.html			0	
IT	2018	12								1	ファーウェイ問題	水口	伊藤	?		https://www.jpcert.or.jp/magazine/chronology/ https://www.nikkei.com/article/DGXMZO38925110U8A211C1EA2000/				
世の中	2018	6								0	Wi-Fi Allience	水口				https://www.jpcert.or.jp/magazine/chronology/			0	
政府機関	2019	2	20							1	政府のIoT機器“侵入調査”｢NOTICE｣開始	唐沢	唐沢			https://www.itmedia.co.jp/news/articles/2009/11/news108.html#:~:text=NOTICE%E3%81%AF2019%E5%B9%B42,NICT%EF%BC%89%E3%81%8C%E8%A1%8C%E3%81%A3%E3%81%A6%E3%81%84%E3%82%8B%E3%80%82	https://www.nict.go.jp/press/2019/02/01-1.html			
セキュリティ	2016	11	28							0	防衛省にサイバー攻撃報道	大徳								
IT	2019	10	9							0	東証システム障害	唐沢								
セキュリティ	2016	12	1							1	世界各国の警察機関の連携により巨大ボットネットインフラAvalanche botnetが解体	大徳	持田	1		https://rannsamuweaproject.nikkeibp.co.jp/idg/atcl/idg/14/481542/120500305/?ST=idg-cm-cloud&P=2				
セキュリティ	2016	12	22							1	資産管理ソフトウェアの脆弱性を悪用した攻撃を観測	大徳	持田	1		https://internet.watch.impress.co.jp/docs/news/1036478.html				
セキュリティ	2016	2	17							0	glibc ライブラリのリモートエクスプロイトの脆弱性	高橋				https://www.jpcert.or.jp/at/2016/at160009.html				
政府機関	2019	2								0	IoT機器侵入調査NOTICE開始	水口				https://www.jnsa.org/active/news10/2019.html				
セキュリティ	2016	2	10							1	CS-Goldmark　（27017とどちらを残すか、合体するか）	高橋	持田	2014年にはJASA-クラウドセキュリティ推進協議会発足もあるが残すのか？		https://www.security-next.com/066848				
セキュリティ	2016	6	14							1	JTBが標的型攻撃により793万人分個人情報漏洩	冨田	持田	1	JTBが標的型攻撃により793万人分個人情報漏洩	https://cybersecurity-jp.com/column/9271				
セキュリティ	2017	5	14							1	IPAがランサムウェア「WannaCry」に関する注意喚起を発表	唐沢	冨田	1		https://www.ipa.go.jp/security/ciadr/vul/20170514-ransomware.html				
セキュリティ	2017	10	31							1	セキュリティ会社員がウイルス保管容疑で逮捕	唐沢	冨田	1		https://www.jnsa.org/active/news10/2017.html https://www.dit.co.jp/news/archive/2017/1101.html				
セキュリティ	2017	12	10							1	日本航空がビジネスメール詐欺（BEC）の被害を発表	大徳	冨田	1		https://www.yomiuri.co.jp/fukayomi/20180109-OYT8T50178/				
セキュリティ	2017	12	18							1	米政府がランサムウェア「WannaCry」は北朝鮮関与と断定	大徳	冨田	1		https://www.itmedia.co.jp/enterprise/articles/1712/20/news066.html https://www.wsj.com/articles/its-official-north-korea-is-behind-wannacry-1513642537				
セキュリティ	2016	8								0	MIRAI、IoTデバイスを狙ったマルウエア	高橋				https://ja.wikipedia.org/wiki/Mirai_(%E3%83%9E%E3%83%AB%E3%82%A6%E3%82%A7%E3%82%A2)				
セキュリティ	2016	9								0	OpeｎSSL リモートエクスプロイトの脆弱性	高橋				https://www.jpcert.or.jp/at/2016/at160038.html				
セキュリティ	2017	3								0	Struts2リモートエクスプロイトの脆弱性	高橋				https://www.jpcert.or.jp/at/2017/at170009.html				
世の中	2018	2								1	平昌オリンピック開催	水口	小屋			https://www.jpcert.or.jp/magazine/chronology/			1	
セキュリティ	2017	3	10							1	Struts2脆弱性でGMOペイメント情報漏えい被害(東京都、住宅金融支援機構、JETRO等）	冨田	持田	1		https://xtech.nikkei.com/it/atcl/column/14/346926/052200980/				
世の中	2019	5								1	年号「令和」	水口	小屋			https://www.jpcert.or.jp/magazine/chronology/			1	
IT	2019	8								1	AWS障害	水口	伊藤	？		https://www.jpcert.or.jp/magazine/chronology/ https://downdetector.jp/shougai/aws-amazon-web-services/ https://it.impress.co.jp/articles/-/18531#:~:text=%E3%82%92%E3%81%8A%E4%BC%9D%E3%81%88%E3%81%99%E3%82%8B%E3%80%82-,AWS%E6%9D%B1%E4%BA%AC%E3%83%AA%E3%83%BC%E3%82%B8%E3%83%A7%E3%83%B3%E3%81%A7%E5%A4%A7%E8%A6%8F%E6%A8%A1%E9%9A%9C%E5%AE%B3%E3%81%8C%E7%99%BA%E7%94%9F,6%E6%99%82%E9%96%93%E3%81%BB%E3%81%A9%E5%81%9C%E6%AD%A2%E3%81%97%E3%81%9F%E3%80%82				
セキュリティ	2017	8	24							0	JALでビジネスメール詐欺（BEC）被害発生	冨田				https://piyolog.hatenadiary.jp/entry/20171220/1513795615				
セキュリティ	2018	6	14							1	Coinhive等のマイニングツール設置で16人が逮捕・書類送検	唐沢	永野			https://piyolog.hatenadiary.jp/entry/20180615/1529094423				
セキュリティ	2017	5	12							0	WannaCry ランサムウエアによる世界的な被害と国家関与の疑い	高橋				https://ja.wikipedia.org/wiki/WannaCry				
IT	2019	8								0	AI顔認証	水口				https://www.jnsa.org/active/news10/2019.html				
セキュリティ	2018	5	25							1	GDPR：EU一般データ保護規則施行	高橋	永野		EU域内の個人データ保護を規定する法「GDPR」施行開始	https://ja.wikipedia.org/wiki/EU%E4%B8%80%E8%88%AC%E3%83%87%E3%83%BC%E3%82%BF%E4%BF%9D%E8%AD%B7%E8%A6%8F%E5%89%87				
世の中	2019	8								1	リクナビ内定辞退率販売	水口	小屋			https://www.jnsa.org/active/news10/2019.html			1	
セキュリティ	2018	3								1	パスワード更新ルール	水口	永野		総務省がパスワード定期的変更の指針を方向転換？	https://www.jnsa.org/active/news10/2018.html				
セキュリティ	2018	1								1	コインチェック580億流出	水口	永野		コインチェックがハッキングにより580億の仮想通貨を流出（コインチェック事件）	https://www.jpcert.or.jp/magazine/chronology/				
セキュリティ	2018	6								0	マイニングツール逮捕者	水口				https://www.jnsa.org/active/news10/2018.html				
世の中	2019	10								1	米海軍TikTok利用禁止	水口	小屋			https://japan.cnet.com/article/35147233/			1	
政府機関	2019	11								0	ICT-ISAC	水口				https://scan.netsecurity.ne.jp/article/2019/11/12/43218.html				
IT	2019	7								1	日本IT団体連盟、情報銀行 P認定開始	水口	伊藤	?		https://www.dir.co.jp/report/research/capital-mkt/it/20190725_020925.pdf https://www.itrenmei.jp/topics/2021/3686/				
世の中	2019	7								0	京都アニメーション放火	水口				https://www.yomiuri.co.jp/feature/top10news/20191220-OYT8T50125/			0	
セキュリティ	2018	7								0	日本語BEC着弾	水口				https://www.jnsa.org/active/news10/2018.html				
政府機関	2020	6	12							1	ISMAP運用開始	唐沢	唐沢			https://www.nisc.go.jp/policy/group/general/ismap.html#:~:text=ISMAP%E3%81%AF%E3%80%812021%E5%B9%B4%EF%BC%93,%E5%88%A9%E7%94%A8%E3%82%92%E9%96%8B%E5%A7%8B%E3%81%97%E3%81%BE%E3%81%97%E3%81%9F%E3%80%82				
セキュリティ	2018	12								1	仮想通貨脅迫メール	水口	永野		JPCERT/CCが仮想通貨脅迫メールに関する注意喚起	https://www.jpcert.or.jp/newsflash/2018080201.html				
セキュリティ	2018	5								1	VPNFilter	水口	永野		JPCERT/CCがマルウェア「VPNFilter」に関する注意喚起	https://www.jpcert.or.jp/newsflash/2018052401.html				
